Date,Agegroup,Percent_at_least_one_dose
2021-07-05,50-59yrs,0.7985
2021-07-05,60-69yrs,0.8849
2021-07-05,70-79yrs,0.9318
2021-07-05,80+,0.9602
2021-07-05,Ontario_12plus,0.7683
2021-07-06,12-17yrs,0.5861
2021-07-06,18-29yrs,0.6652
2021-07-06,30-39yrs,0.705
2021-07-06,40-49yrs,0.7571
2021-07-06,50-59yrs,0.7997
2021-07-06,60-69yrs,0.8857
2021-07-06,70-79yrs,0.9323
2021-07-06,80+,0.9606
2021-07-06,Ontario_12plus,0.7698
2021-07-07,12-17yrs,0.5887
2021-07-07,18-29yrs,0.6673
2021-07-07,30-39yrs,0.7068
2021-07-07,40-49yrs,0.7584
2021-07-07,50-59yrs,0.8009
2021-07-07,60-69yrs,0.8866
2021-07-07,70-79yrs,0.9329
2021-07-07,80+,0.9609
2021-07-07,Ontario_12plus,0.7712
2021-07-08,12-17yrs,0.5924
2021-07-08,18-29yrs,0.6703
2021-07-08,30-39yrs,0.7093
2021-07-08,40-49yrs,0.7604
2021-07-08,50-59yrs,0.8024
2021-07-08,60-69yrs,0.8876
2021-07-08,70-79yrs,0.9336
2021-07-08,80+,0.9614
2021-07-08,Ontario_12plus,0.7731
2021-07-09,12-17yrs,0.5957
2021-07-09,18-29yrs,0.6727
2021-07-09,30-39yrs,0.7114
2021-07-09,40-49yrs,0.762
2021-07-09,50-59yrs,0.8037
2021-07-09,60-69yrs,0.8886
2021-07-09,70-79yrs,0.9342
2021-07-09,80+,0.9618
2021-07-09,Ontario_12plus,0.7748
2021-07-10,12-17yrs,0.5983
2021-07-10,18-29yrs,0.6751
2021-07-10,30-39yrs,0.7135
2021-07-10,40-49yrs,0.7637
2021-07-10,50-59yrs,0.805
2021-07-10,60-69yrs,0.8895
2021-07-10,70-79yrs,0.9348
2021-07-10,80+,0.9622
2021-07-10,Ontario_12plus,0.7764
2021-07-11,12-17yrs,0.6012
2021-07-11,18-29yrs,0.6772
2021-07-11,30-39yrs,0.7152
2021-07-11,40-49yrs,0.7649
2021-07-11,50-59yrs,0.8059
2021-07-11,60-69yrs,0.8901
2021-07-11,70-79yrs,0.9352
2021-07-11,80+,0.9624
2021-07-11,Ontario_12plus,0.7777
2021-07-12,12-17yrs,0.6035
2021-07-12,18-29yrs,0.6785
2021-07-12,30-39yrs,0.7162
2021-07-12,40-49yrs,0.7657
2021-07-12,50-59yrs,0.8065
2021-07-12,60-69yrs,0.8904
2021-07-12,70-79yrs,0.9354
2021-07-12,80+,0.9625
2021-07-12,Ontario_12plus,0.7786
2021-07-13,12-17yrs,0.6064
2021-07-13,18-29yrs,0.6807
2021-07-13,30-39yrs,0.718
2021-07-13,40-49yrs,0.7671
2021-07-13,50-59yrs,0.8076
2021-07-13,60-69yrs,0.8912
2021-07-13,70-79yrs,0.9359
2021-07-13,80+,0.9629
2021-07-13,Ontario_12plus,0.7801
2021-07-14,12-17yrs,0.6097
2021-07-14,18-29yrs,0.683
2021-07-14,30-39yrs,0.7199
2021-07-14,40-49yrs,0.7685
2021-07-14,50-59yrs,0.8087
2021-07-14,60-69yrs,0.892
2021-07-14,70-79yrs,0.9365
2021-07-14,80+,0.9632
2021-07-14,Ontario_12plus,0.7816
2021-07-15,12-17yrs,0.613
2021-07-15,18-29yrs,0.6852
2021-07-15,30-39yrs,0.7217
2021-07-15,40-49yrs,0.7699
2021-07-15,50-59yrs,0.8099
2021-07-15,60-69yrs,0.8928
2021-07-15,70-79yrs,0.937
2021-07-15,80+,0.9636
2021-07-15,Ontario_12plus,0.7831
2021-07-16,12-17yrs,0.6165
2021-07-16,18-29yrs,0.6874
2021-07-16,30-39yrs,0.7236
2021-07-16,40-49yrs,0.7714
2021-07-16,50-59yrs,0.811
2021-07-16,60-69yrs,0.8937
2021-07-16,70-79yrs,0.9377
2021-07-16,80+,0.964
2021-07-16,Ontario_12plus,0.7847
2021-07-17,12-17yrs,0.6197
2021-07-17,18-29yrs,0.6897
2021-07-17,30-39yrs,0.7256
2021-07-17,40-49yrs,0.7729
2021-07-17,50-59yrs,0.8122
2021-07-17,60-69yrs,0.8946
2021-07-17,70-79yrs,0.9383
2021-07-17,80+,0.9643
2021-07-17,Ontario_12plus,0.7862
2021-07-18,12-17yrs,0.6226
2021-07-18,18-29yrs,0.6916
2021-07-18,30-39yrs,0.7271
2021-07-18,40-49yrs,0.774
2021-07-18,50-59yrs,0.8131
2021-07-18,60-69yrs,0.8951
2021-07-18,70-79yrs,0.9386
2021-07-18,80+,0.9645
2021-07-18,Ontario_12plus,0.7875
2021-07-19,12-17yrs,0.6249
2021-07-19,18-29yrs,0.6928
2021-07-19,30-39yrs,0.728
2021-07-19,40-49yrs,0.7747
2021-07-19,50-59yrs,0.8136
2021-07-19,60-69yrs,0.8955
2021-07-19,70-79yrs,0.9388
2021-07-19,80+,0.9646
2021-07-19,Ontario_12plus,0.7882
2021-07-20,12-17yrs,0.6279
2021-07-20,18-29yrs,0.6947
2021-07-20,30-39yrs,0.7295
2021-07-20,40-49yrs,0.776
2021-07-20,50-59yrs,0.8146
2021-07-20,60-69yrs,0.8963
2021-07-20,70-79yrs,0.9394
2021-07-20,80+,0.9649
2021-07-20,Ontario_12plus,0.7896
2021-07-21,12-17yrs,0.6312
2021-07-21,18-29yrs,0.6965
2021-07-21,30-39yrs,0.7311
2021-07-21,40-49yrs,0.7772
2021-07-21,50-59yrs,0.8156
2021-07-21,60-69yrs,0.897
2021-07-21,70-79yrs,0.9399
2021-07-21,80+,0.9653
2021-07-21,Ontario_12plus,0.7909
2021-07-22,12-17yrs,0.6344
2021-07-22,18-29yrs,0.6984
2021-07-22,30-39yrs,0.7327
2021-07-22,40-49yrs,0.7785
2021-07-22,50-59yrs,0.8167
2021-07-22,60-69yrs,0.8978
2021-07-22,70-79yrs,0.9406
2021-07-22,80+,0.9656
2021-07-22,Ontario_12plus,0.7923
2021-07-23,12-17yrs,0.6376
2021-07-23,18-29yrs,0.7001
2021-07-23,30-39yrs,0.7342
2021-07-23,40-49yrs,0.7798
2021-07-23,50-59yrs,0.8177
2021-07-23,60-69yrs,0.8986
2021-07-23,70-79yrs,0.9412
2021-07-23,80+,0.966
2021-07-23,Ontario_12plus,0.7936
2021-07-24,12-17yrs,0.6411
2021-07-24,18-29yrs,0.702
2021-07-24,30-39yrs,0.7359
2021-07-24,40-49yrs,0.7812
2021-07-24,50-59yrs,0.8188
2021-07-24,60-69yrs,0.8994
2021-07-24,70-79yrs,0.9418
2021-07-24,80+,0.9664
2021-07-24,Ontario_12plus,0.7951
2021-07-25,12-17yrs,0.6441
2021-07-25,18-29yrs,0.7036
2021-07-25,30-39yrs,0.7372
2021-07-25,40-49yrs,0.7823
2021-07-25,50-59yrs,0.8196
2021-07-25,60-69yrs,0.9
2021-07-25,70-79yrs,0.9421
2021-07-25,80+,0.9667
2021-07-25,Ontario_12plus,0.7962
2021-07-26,12-17yrs,0.6462
2021-07-26,18-29yrs,0.7047
2021-07-26,30-39yrs,0.7381
2021-07-26,40-49yrs,0.783
2021-07-26,50-59yrs,0.8202
2021-07-26,60-69yrs,0.9003
2021-07-26,70-79yrs,0.9423
2021-07-26,80+,0.9669
2021-07-26,Ontario_12plus,0.797
2021-07-27,12-17yrs,0.6492
2021-07-27,18-29yrs,0.7063
2021-07-27,30-39yrs,0.7395
2021-07-27,40-49yrs,0.7841
2021-07-27,50-59yrs,0.821
2021-07-27,60-69yrs,0.901
2021-07-27,70-79yrs,0.9429
2021-07-27,80+,0.9672
2021-07-27,Ontario_12plus,0.7982
2021-07-28,12-17yrs,0.6525
2021-07-28,18-29yrs,0.7079
2021-07-28,30-39yrs,0.741
2021-07-28,40-49yrs,0.7854
2021-07-28,50-59yrs,0.822
2021-07-28,60-69yrs,0.9018
2021-07-28,70-79yrs,0.9435
2021-07-28,80+,0.9675
2021-07-28,Ontario_12plus,0.7995
2021-07-29,12-17yrs,0.6563
2021-07-29,18-29yrs,0.7096
2021-07-29,30-39yrs,0.7424
2021-07-29,40-49yrs,0.7865
2021-07-29,50-59yrs,0.823
2021-07-29,60-69yrs,0.9025
2021-07-29,70-79yrs,0.944
2021-07-29,80+,0.9679
2021-07-29,Ontario_12plus,0.8008
2021-07-30,12-17yrs,0.6601
2021-07-30,18-29yrs,0.7112
2021-07-30,30-39yrs,0.7437
2021-07-30,40-49yrs,0.7877
2021-07-30,50-59yrs,0.8238
2021-07-30,60-69yrs,0.9032
2021-07-30,70-79yrs,0.9445
2021-07-30,80+,0.9682
2021-07-30,Ontario_12plus,0.802
2021-07-31,12-17yrs,0.6636
2021-07-31,18-29yrs,0.7126
2021-07-31,30-39yrs,0.7451
2021-07-31,40-49yrs,0.7888
2021-07-31,50-59yrs,0.8247
2021-07-31,60-69yrs,0.9039
2021-07-31,70-79yrs,0.9449
2021-07-31,80+,0.9685
2021-07-31,Ontario_12plus,0.8032
2021-08-01,12-17yrs,0.6661
2021-08-01,18-29yrs,0.7138
2021-08-01,30-39yrs,0.746
2021-08-01,40-49yrs,0.7896
2021-08-01,50-59yrs,0.8253
2021-08-01,60-69yrs,0.9042
2021-08-01,70-79yrs,0.9452
2021-08-01,80+,0.9687
2021-08-01,Ontario_12plus,0.804
2021-08-02,12-17yrs,0.6677
2021-08-02,18-29yrs,0.7145
2021-08-02,30-39yrs,0.7466
2021-08-02,40-49yrs,0.79
2021-08-02,50-59yrs,0.8257
2021-08-02,60-69yrs,0.9044
2021-08-02,70-79yrs,0.9453
2021-08-02,80+,0.9688
2021-08-02,Ontario_12plus,0.8046
2021-08-03,12-17yrs,0.669
2021-08-03,18-29yrs,0.7151
2021-08-03,30-39yrs,0.7471
2021-08-03,40-49yrs,0.7904
2021-08-03,50-59yrs,0.8259
2021-08-03,60-69yrs,0.9046
2021-08-03,70-79yrs,0.9454
2021-08-03,80+,0.9689
2021-08-03,Ontario_12plus,0.805
2021-08-04,12-17yrs,0.6718
2021-08-04,18-29yrs,0.7163
2021-08-04,30-39yrs,0.7482
2021-08-04,40-49yrs,0.7912
2021-08-04,50-59yrs,0.8265
2021-08-04,60-69yrs,0.9051
2021-08-04,70-79yrs,0.9458
2021-08-04,80+,0.9692
2021-08-04,Ontario_12plus,0.8059
2021-08-05,12-17yrs,0.6745
2021-08-05,18-29yrs,0.7175
2021-08-05,30-39yrs,0.7492
2021-08-05,40-49yrs,0.7921
2021-08-05,50-59yrs,0.8271
2021-08-05,60-69yrs,0.9056
2021-08-05,70-79yrs,0.9462
2021-08-05,80+,0.9694
2021-08-05,Ontario_12plus,0.8068
2021-08-06,12-17yrs,0.677
2021-08-06,18-29yrs,0.7186
2021-08-06,30-39yrs,0.7503
2021-08-06,40-49yrs,0.7929
2021-08-06,50-59yrs,0.8278
2021-08-06,60-69yrs,0.9061
2021-08-06,70-79yrs,0.9465
2021-08-06,80+,0.9697
2021-08-06,Ontario_12plus,0.8077
2021-08-07,12-17yrs,0.6793
2021-08-07,18-29yrs,0.7198
2021-08-07,30-39yrs,0.7514
2021-08-07,40-49yrs,0.7938
2021-08-07,50-59yrs,0.8285
2021-08-07,60-69yrs,0.9066
2021-08-07,70-79yrs,0.9469
2021-08-07,80+,0.9699
2021-08-07,Ontario_12plus,0.8086
2021-08-08,12-17yrs,0.6811
2021-08-08,18-29yrs,0.7208
2021-08-08,30-39yrs,0.7523
2021-08-08,40-49yrs,0.7944
2021-08-08,50-59yrs,0.829
2021-08-08,60-69yrs,0.9069
2021-08-08,70-79yrs,0.9471
2021-08-08,80+,0.9701
2021-08-08,Ontario_12plus,0.8093
2021-08-09,12-17yrs,0.6823
2021-08-09,18-29yrs,0.7214
2021-08-09,30-39yrs,0.7528
2021-08-09,40-49yrs,0.7948
2021-08-09,50-59yrs,0.8293
2021-08-09,60-69yrs,0.9071
2021-08-09,70-79yrs,0.9472
2021-08-09,80+,0.9701
2021-08-09,Ontario_12plus,0.8097
2021-08-10,12-17yrs,0.6843
2021-08-10,18-29yrs,0.7224
2021-08-10,30-39yrs,0.7538
2021-08-10,40-49yrs,0.7956
2021-08-10,50-59yrs,0.8298
2021-08-10,60-69yrs,0.9076
2021-08-10,70-79yrs,0.9475
2021-08-10,80+,0.9704
2021-08-10,Ontario_12plus,0.8105
2021-08-11,12-17yrs,0.6865
2021-08-11,18-29yrs,0.7235
2021-08-11,30-39yrs,0.7547
2021-08-11,40-49yrs,0.7963
2021-08-11,50-59yrs,0.8305
2021-08-11,60-69yrs,0.908
2021-08-11,70-79yrs,0.9478
2021-08-11,80+,0.9706
2021-08-11,Ontario_12plus,0.8114
2021-08-12,12-17yrs,0.6886
2021-08-12,18-29yrs,0.7247
2021-08-12,30-39yrs,0.7557
2021-08-12,40-49yrs,0.7972
2021-08-12,50-59yrs,0.8311
2021-08-12,60-69yrs,0.9084
2021-08-12,70-79yrs,0.9482
2021-08-12,80+,0.9708
2021-08-12,Ontario_12plus,0.8122
2021-08-13,12-17yrs,0.6908
2021-08-13,18-29yrs,0.7259
2021-08-13,30-39yrs,0.7568
2021-08-13,40-49yrs,0.798
2021-08-13,50-59yrs,0.8317
2021-08-13,60-69yrs,0.9089
2021-08-13,70-79yrs,0.9485
2021-08-13,80+,0.9711
2021-08-13,Ontario_12plus,0.8131
2021-08-14,12-17yrs,0.693
2021-08-14,18-29yrs,0.7272
2021-08-14,30-39yrs,0.758
2021-08-14,40-49yrs,0.7989
2021-08-14,50-59yrs,0.8324
2021-08-14,60-69yrs,0.9094
2021-08-14,70-79yrs,0.9488
2021-08-14,80+,0.9713
2021-08-14,Ontario_12plus,0.814
2021-08-15,12-17yrs,0.6946
2021-08-15,18-29yrs,0.7283
2021-08-15,30-39yrs,0.7589
2021-08-15,40-49yrs,0.7996
2021-08-15,50-59yrs,0.833
2021-08-15,60-69yrs,0.9097
2021-08-15,70-79yrs,0.949
2021-08-15,80+,0.9714
2021-08-15,Ontario_12plus,0.8148
2021-08-16,12-17yrs,0.6958
2021-08-16,18-29yrs,0.729
2021-08-16,30-39yrs,0.7594
2021-08-16,40-49yrs,0.8
2021-08-16,50-59yrs,0.8333
2021-08-16,60-69yrs,0.9099
2021-08-16,70-79yrs,0.9491
2021-08-16,80+,0.9715
2021-08-16,Ontario_12plus,0.8152
2021-08-17,12-17yrs,0.6978
2021-08-17,18-29yrs,0.7303
2021-08-17,30-39yrs,0.7604
2021-08-17,40-49yrs,0.8008
2021-08-17,50-59yrs,0.8339
2021-08-17,60-69yrs,0.9104
2021-08-17,70-79yrs,0.9494
2021-08-17,80+,0.9717
2021-08-17,Ontario_12plus,0.8161
2021-08-18,12-17yrs,0.7
2021-08-18,18-29yrs,0.7317
2021-08-18,30-39yrs,0.7616
2021-08-18,40-49yrs,0.8017
2021-08-18,50-59yrs,0.8346
2021-08-18,60-69yrs,0.9109
2021-08-18,70-79yrs,0.9497
2021-08-18,80+,0.972
2021-08-18,Ontario_12plus,0.8171
2021-08-19,12-17yrs,0.7066
2021-08-19,18-29yrs,0.7331
2021-08-19,30-39yrs,0.7628
2021-08-19,40-49yrs,0.8027
2021-08-19,50-59yrs,0.8353
2021-08-19,60-69yrs,0.9113
2021-08-19,70-79yrs,0.9501
2021-08-19,80+,0.9722
2021-08-19,Ontario_12plus,0.8183
2021-08-20,12-17yrs,0.7121
2021-08-20,18-29yrs,0.7346
2021-08-20,30-39yrs,0.7641
2021-08-20,40-49yrs,0.8037
2021-08-20,50-59yrs,0.836
2021-08-20,60-69yrs,0.9118
2021-08-20,70-79yrs,0.9504
2021-08-20,80+,0.9725
2021-08-20,Ontario_12plus,0.8196
2021-08-21,12-17yrs,0.7166
2021-08-21,18-29yrs,0.736
2021-08-21,30-39yrs,0.7653
2021-08-21,40-49yrs,0.8047
2021-08-21,50-59yrs,0.8367
2021-08-21,60-69yrs,0.9123
2021-08-21,70-79yrs,0.9507
2021-08-21,80+,0.9727
2021-08-21,Ontario_12plus,0.8207
2021-08-22,12-17yrs,0.7199
2021-08-22,18-29yrs,0.7371
2021-08-22,30-39yrs,0.7662
2021-08-22,40-49yrs,0.8053
2021-08-22,50-59yrs,0.8373
2021-08-22,60-69yrs,0.9126
2021-08-22,70-79yrs,0.9509
2021-08-22,80+,0.9727
2021-08-22,Ontario_12plus,0.8216
2021-08-23,12-17yrs,0.7222
2021-08-23,18-29yrs,0.7378
2021-08-23,30-39yrs,0.7668
2021-08-23,40-49yrs,0.8058
2021-08-23,50-59yrs,0.8376
2021-08-23,60-69yrs,0.9127
2021-08-23,70-79yrs,0.9509
2021-08-23,80+,0.9728
2021-08-23,Ontario_12plus,0.8221
2021-08-24,12-17yrs,0.726
2021-08-24,18-29yrs,0.7391
2021-08-24,30-39yrs,0.7679
2021-08-24,40-49yrs,0.8067
2021-08-24,50-59yrs,0.8382
2021-08-24,60-69yrs,0.9131
2021-08-24,70-79yrs,0.9512
2021-08-24,80+,0.973
2021-08-24,Ontario_12plus,0.8231
2021-08-25,12-17yrs,0.7298
2021-08-25,18-29yrs,0.7407
2021-08-25,30-39yrs,0.7691
2021-08-25,40-49yrs,0.8076
2021-08-25,50-59yrs,0.8389
2021-08-25,60-69yrs,0.9136
2021-08-25,70-79yrs,0.9515
2021-08-25,80+,0.9731
2021-08-25,Ontario_12plus,0.8242
2021-08-26,12-17yrs,0.7333
2021-08-26,18-29yrs,0.7421
2021-08-26,30-39yrs,0.7704
2021-08-26,40-49yrs,0.8087
2021-08-26,50-59yrs,0.8395
2021-08-26,60-69yrs,0.914
2021-08-26,70-79yrs,0.9517
2021-08-26,80+,0.9734
2021-08-26,Ontario_12plus,0.8253
2021-08-27,12-17yrs,0.7363
2021-08-27,18-29yrs,0.7435
2021-08-27,30-39yrs,0.7716
2021-08-27,40-49yrs,0.8096
2021-08-27,50-59yrs,0.8402
2021-08-27,60-69yrs,0.9144
2021-08-27,70-79yrs,0.952
2021-08-27,80+,0.9735
2021-08-27,Ontario_12plus,0.8263
2021-08-28,12-17yrs,0.7391
2021-08-28,18-29yrs,0.7449
2021-08-28,30-39yrs,0.7728
2021-08-28,40-49yrs,0.8106
2021-08-28,50-59yrs,0.8408
2021-08-28,60-69yrs,0.9148
2021-08-28,70-79yrs,0.9523
2021-08-28,80+,0.9737
2021-08-28,Ontario_12plus,0.8273
2021-08-29,12-17yrs,0.7414
2021-08-29,18-29yrs,0.7461
2021-08-29,30-39yrs,0.7737
2021-08-29,40-49yrs,0.8113
2021-08-29,50-59yrs,0.8413
2021-08-29,60-69yrs,0.9151
2021-08-29,70-79yrs,0.9524
2021-08-29,80+,0.9738
2021-08-29,Ontario_12plus,0.8281
2021-08-30,12-17yrs,0.7431
2021-08-30,18-29yrs,0.7468
2021-08-30,30-39yrs,0.7743
2021-08-30,40-49yrs,0.8117
2021-08-30,50-59yrs,0.8416
2021-08-30,60-69yrs,0.9153
2021-08-30,70-79yrs,0.9525
2021-08-30,80+,0.9739
2021-08-30,Ontario_12plus,0.8285
2021-08-31,12-17yrs,0.7458
2021-08-31,18-29yrs,0.7482
2021-08-31,30-39yrs,0.7753
2021-08-31,40-49yrs,0.8126
2021-08-31,50-59yrs,0.8422
2021-08-31,60-69yrs,0.9156
2021-08-31,70-79yrs,0.9528
2021-08-31,80+,0.974
2021-08-31,Ontario_12plus,0.8295
2021-09-01,12-17yrs,0.7488
2021-09-01,18-29yrs,0.7498
2021-09-01,30-39yrs,0.7764
2021-09-01,40-49yrs,0.8134
2021-09-01,50-59yrs,0.8428
2021-09-01,60-69yrs,0.9161
2021-09-01,70-79yrs,0.953
2021-09-01,80+,0.9742
2021-09-01,Ontario_12plus,0.8305
2021-09-02,12-17yrs,0.7516
2021-09-02,18-29yrs,0.7518
2021-09-02,30-39yrs,0.778
2021-09-02,40-49yrs,0.8145
2021-09-02,50-59yrs,0.8435
2021-09-02,60-69yrs,0.9165
2021-09-02,70-79yrs,0.9534
2021-09-02,80+,0.9745
2021-09-02,Ontario_12plus,0.8317
2021-09-03,12-17yrs,0.7554
2021-09-03,18-29yrs,0.7544
2021-09-03,30-39yrs,0.7802
2021-09-03,40-49yrs,0.8161
2021-09-03,50-59yrs,0.8445
2021-09-03,60-69yrs,0.9171
2021-09-03,70-79yrs,0.9537
2021-09-03,80+,0.9747
2021-09-03,Ontario_12plus,0.8333
2021-09-04,12-17yrs,0.7592
2021-09-04,18-29yrs,0.7571
2021-09-04,30-39yrs,0.7823
2021-09-04,40-49yrs,0.8176
2021-09-04,50-59yrs,0.8456
2021-09-04,60-69yrs,0.9177
2021-09-04,70-79yrs,0.9541
2021-09-04,80+,0.9749
2021-09-04,Ontario_12plus,0.8349
2021-09-05,12-17yrs,0.7618
2021-09-05,18-29yrs,0.759
2021-09-05,30-39yrs,0.7837
2021-09-05,40-49yrs,0.8187
2021-09-05,50-59yrs,0.8462
2021-09-05,60-69yrs,0.9181
2021-09-05,70-79yrs,0.9543
2021-09-05,80+,0.9751
2021-09-05,Ontario_12plus,0.836
2021-09-06,12-17yrs,0.7636
2021-09-06,18-29yrs,0.7604
2021-09-06,30-39yrs,0.7846
2021-09-06,40-49yrs,0.8194
2021-09-06,50-59yrs,0.8466
2021-09-06,60-69yrs,0.9183
2021-09-06,70-79yrs,0.9544
2021-09-06,80+,0.9751
2021-09-06,Ontario_12plus,0.8368
2021-09-07,12-17yrs,0.7648
2021-09-07,18-29yrs,0.7614
2021-09-07,30-39yrs,0.7852
2021-09-07,40-49yrs,0.8198
2021-09-07,50-59yrs,0.8469
2021-09-07,60-69yrs,0.9184
2021-09-07,70-79yrs,0.9545
2021-09-07,80+,0.9752
2021-09-07,Ontario_12plus,0.8373
