province,date,HA,cases
Prince Edward Island,2021-01-08,Prince Edward Island,0
Prince Edward Island,2021-01-09,Prince Edward Island,0
Prince Edward Island,2021-01-10,Prince Edward Island,0
Prince Edward Island,2021-01-11,Prince Edward Island,0
Prince Edward Island,2021-01-12,Prince Edward Island,1
Prince Edward Island,2021-01-13,Prince Edward Island,0
Prince Edward Island,2021-01-14,Prince Edward Island,1
Prince Edward Island,2021-01-15,Prince Edward Island,0
Prince Edward Island,2021-01-16,Prince Edward Island,0
Prince Edward Island,2021-01-17,Prince Edward Island,0
Prince Edward Island,2021-01-18,Prince Edward Island,4
Prince Edward Island,2021-01-19,Prince Edward Island,2
Prince Edward Island,2021-01-20,Prince Edward Island,0
Prince Edward Island,2021-01-21,Prince Edward Island,0
Prince Edward Island,2021-01-22,Prince Edward Island,0
Prince Edward Island,2021-01-23,Prince Edward Island,0
Prince Edward Island,2021-01-24,Prince Edward Island,0
Prince Edward Island,2021-01-25,Prince Edward Island,0
Prince Edward Island,2021-01-26,Prince Edward Island,0
Prince Edward Island,2021-01-27,Prince Edward Island,0
Prince Edward Island,2021-01-28,Prince Edward Island,1
Prince Edward Island,2021-01-29,Prince Edward Island,0
Prince Edward Island,2021-01-30,Prince Edward Island,0
Prince Edward Island,2021-01-31,Prince Edward Island,0
Prince Edward Island,2021-02-01,Prince Edward Island,1
Prince Edward Island,2021-02-02,Prince Edward Island,0
Prince Edward Island,2021-02-03,Prince Edward Island,0
Prince Edward Island,2021-02-04,Prince Edward Island,1
Prince Edward Island,2021-02-05,Prince Edward Island,0
Prince Edward Island,2021-02-06,Prince Edward Island,0
Prince Edward Island,2021-02-07,Prince Edward Island,0
Prince Edward Island,2021-02-08,Prince Edward Island,0
Prince Edward Island,2021-02-09,Prince Edward Island,1
Prince Edward Island,2021-02-10,Prince Edward Island,0
Prince Edward Island,2021-02-11,Prince Edward Island,0
Prince Edward Island,2021-02-12,Prince Edward Island,0
Prince Edward Island,2021-02-13,Prince Edward Island,0
Prince Edward Island,2021-02-14,Prince Edward Island,0
Prince Edward Island,2021-02-15,Prince Edward Island,0
Prince Edward Island,2021-02-16,Prince Edward Island,0
Prince Edward Island,2021-02-17,Prince Edward Island,0
Prince Edward Island,2021-02-18,Prince Edward Island,1
Prince Edward Island,2021-02-19,Prince Edward Island,0
Prince Edward Island,2021-02-20,Prince Edward Island,0
Prince Edward Island,2021-02-21,Prince Edward Island,0
Prince Edward Island,2021-02-22,Prince Edward Island,0
Prince Edward Island,2021-02-23,Prince Edward Island,0
Prince Edward Island,2021-02-24,Prince Edward Island,2
Prince Edward Island,2021-02-25,Prince Edward Island,3
Prince Edward Island,2021-02-26,Prince Edward Island,1
Prince Edward Island,2021-02-27,Prince Edward Island,6
Prince Edward Island,2021-02-28,Prince Edward Island,5
Prince Edward Island,2021-03-01,Prince Edward Island,0
Prince Edward Island,2021-03-02,Prince Edward Island,4
Prince Edward Island,2021-03-03,Prince Edward Island,1
Prince Edward Island,2021-03-04,Prince Edward Island,1
Prince Edward Island,2021-03-05,Prince Edward Island,1
Prince Edward Island,2021-03-06,Prince Edward Island,0
Prince Edward Island,2021-03-07,Prince Edward Island,2
Prince Edward Island,2021-03-08,Prince Edward Island,2
Prince Edward Island,2021-03-09,Prince Edward Island,0
Prince Edward Island,2021-03-10,Prince Edward Island,0
Prince Edward Island,2021-03-11,Prince Edward Island,0
Prince Edward Island,2021-03-12,Prince Edward Island,0
Prince Edward Island,2021-03-13,Prince Edward Island,0
Prince Edward Island,2021-03-14,Prince Edward Island,0
Prince Edward Island,2021-03-15,Prince Edward Island,0
Prince Edward Island,2021-03-16,Prince Edward Island,1
Prince Edward Island,2021-03-17,Prince Edward Island,0
Prince Edward Island,2021-03-18,Prince Edward Island,0
Prince Edward Island,2021-03-19,Prince Edward Island,4
Prince Edward Island,2021-03-20,Prince Edward Island,0
Prince Edward Island,2021-03-21,Prince Edward Island,0
Prince Edward Island,2021-03-22,Prince Edward Island,2
Prince Edward Island,2021-03-23,Prince Edward Island,2
Prince Edward Island,2021-03-24,Prince Edward Island,0
Prince Edward Island,2021-03-25,Prince Edward Island,1
Prince Edward Island,2021-03-26,Prince Edward Island,3
Prince Edward Island,2021-03-27,Prince Edward Island,0
Prince Edward Island,2021-03-28,Prince Edward Island,0
Prince Edward Island,2021-03-29,Prince Edward Island,0
Prince Edward Island,2021-03-30,Prince Edward Island,3
Prince Edward Island,2021-03-31,Prince Edward Island,0
Prince Edward Island,2021-04-01,Prince Edward Island,1
Prince Edward Island,2021-04-02,Prince Edward Island,0
Prince Edward Island,2021-04-03,Prince Edward Island,0
Prince Edward Island,2021-04-04,Prince Edward Island,0
Prince Edward Island,2021-04-05,Prince Edward Island,0
Prince Edward Island,2021-04-06,Prince Edward Island,0
Prince Edward Island,2021-04-07,Prince Edward Island,0
Prince Edward Island,2021-04-08,Prince Edward Island,1
Prince Edward Island,2021-04-09,Prince Edward Island,1
Prince Edward Island,2021-04-10,Prince Edward Island,0
Prince Edward Island,2021-04-11,Prince Edward Island,0
Prince Edward Island,2021-04-12,Prince Edward Island,3
Prince Edward Island,2021-04-13,Prince Edward Island,0
Prince Edward Island,2021-04-14,Prince Edward Island,0
Prince Edward Island,2021-04-15,Prince Edward Island,2
Prince Edward Island,2021-04-16,Prince Edward Island,0
Prince Edward Island,2021-04-17,Prince Edward Island,0
Prince Edward Island,2021-04-18,Prince Edward Island,3
Prince Edward Island,2021-04-19,Prince Edward Island,3
Prince Edward Island,2021-04-20,Prince Edward Island,1
Prince Edward Island,2021-04-21,Prince Edward Island,0
Prince Edward Island,2021-04-22,Prince Edward Island,1
Prince Edward Island,2021-04-23,Prince Edward Island,0
Prince Edward Island,2021-04-24,Prince Edward Island,0
Prince Edward Island,2021-04-25,Prince Edward Island,0
Prince Edward Island,2021-04-26,Prince Edward Island,2
Prince Edward Island,2021-04-27,Prince Edward Island,0
Prince Edward Island,2021-04-28,Prince Edward Island,2
Prince Edward Island,2021-04-29,Prince Edward Island,0
Prince Edward Island,2021-04-30,Prince Edward Island,2
Prince Edward Island,2021-05-01,Prince Edward Island,0
Prince Edward Island,2021-05-02,Prince Edward Island,1
Prince Edward Island,2021-05-03,Prince Edward Island,0
Prince Edward Island,2021-05-04,Prince Edward Island,1
Prince Edward Island,2021-05-05,Prince Edward Island,0
Prince Edward Island,2021-05-06,Prince Edward Island,2
Prince Edward Island,2021-05-07,Prince Edward Island,1
Prince Edward Island,2021-05-08,Prince Edward Island,0
Prince Edward Island,2021-05-09,Prince Edward Island,0
Prince Edward Island,2021-05-10,Prince Edward Island,1
Prince Edward Island,2021-05-11,Prince Edward Island,0
Prince Edward Island,2021-05-12,Prince Edward Island,0
Prince Edward Island,2021-05-13,Prince Edward Island,1
Prince Edward Island,2021-05-14,Prince Edward Island,2
Prince Edward Island,2021-05-15,Prince Edward Island,1
Prince Edward Island,2021-05-16,Prince Edward Island,0
Prince Edward Island,2021-05-17,Prince Edward Island,1
Prince Edward Island,2021-05-18,Prince Edward Island,2
Prince Edward Island,2021-05-19,Prince Edward Island,5
Prince Edward Island,2021-05-20,Prince Edward Island,0
Prince Edward Island,2021-05-21,Prince Edward Island,1
Prince Edward Island,2021-05-22,Prince Edward Island,0
Prince Edward Island,2021-05-23,Prince Edward Island,0
Prince Edward Island,2021-05-24,Prince Edward Island,0
Prince Edward Island,2021-05-25,Prince Edward Island,0
Prince Edward Island,2021-05-26,Prince Edward Island,0
Prince Edward Island,2021-05-27,Prince Edward Island,0
Prince Edward Island,2021-05-28,Prince Edward Island,2
Prince Edward Island,2021-05-29,Prince Edward Island,0
Prince Edward Island,2021-05-30,Prince Edward Island,0
Prince Edward Island,2021-05-31,Prince Edward Island,2
Prince Edward Island,2021-06-01,Prince Edward Island,0
Prince Edward Island,2021-06-02,Prince Edward Island,0
Prince Edward Island,2021-06-03,Prince Edward Island,2
Prince Edward Island,2021-06-04,Prince Edward Island,0
Prince Edward Island,2021-06-05,Prince Edward Island,0
Prince Edward Island,2021-06-06,Prince Edward Island,0
Prince Edward Island,2021-06-07,Prince Edward Island,0
Yukon,2020-01-25,Yukon,0
Yukon,2020-01-26,Yukon,0
Yukon,2020-01-27,Yukon,0
Yukon,2020-01-28,Yukon,0
Yukon,2020-01-29,Yukon,0
Yukon,2020-01-30,Yukon,0
Yukon,2020-01-31,Yukon,0
Yukon,2020-02-01,Yukon,0
Yukon,2020-02-02,Yukon,0
Yukon,2020-02-03,Yukon,0
Yukon,2020-02-04,Yukon,0
Yukon,2020-02-05,Yukon,0
Yukon,2020-02-06,Yukon,0
Yukon,2020-02-07,Yukon,0
Yukon,2020-02-08,Yukon,0
Yukon,2020-02-09,Yukon,0
Yukon,2020-02-10,Yukon,0
Yukon,2020-02-11,Yukon,0
Yukon,2020-02-12,Yukon,0
Yukon,2020-02-13,Yukon,0
Yukon,2020-02-14,Yukon,0
Yukon,2020-02-15,Yukon,0
Yukon,2020-02-16,Yukon,0
Yukon,2020-02-17,Yukon,0
Yukon,2020-02-18,Yukon,0
Yukon,2020-02-19,Yukon,0
Yukon,2020-02-20,Yukon,0
Yukon,2020-02-21,Yukon,0
Yukon,2020-02-22,Yukon,0
Yukon,2020-02-23,Yukon,0
Yukon,2020-02-24,Yukon,0
Yukon,2020-02-25,Yukon,0
Yukon,2020-02-26,Yukon,0
Yukon,2020-02-27,Yukon,0
Yukon,2020-02-28,Yukon,0
Yukon,2020-02-29,Yukon,0
Yukon,2020-03-01,Yukon,0
Yukon,2020-03-02,Yukon,0
Yukon,2020-03-03,Yukon,0
Yukon,2020-03-04,Yukon,0
Yukon,2020-03-05,Yukon,0
Yukon,2020-03-06,Yukon,0
Yukon,2020-03-07,Yukon,0
Yukon,2020-03-08,Yukon,0
Yukon,2020-03-09,Yukon,0
Yukon,2020-03-10,Yukon,0
Yukon,2020-03-11,Yukon,0
Yukon,2020-03-12,Yukon,0
Yukon,2020-03-13,Yukon,0
Yukon,2020-03-14,Yukon,0
Yukon,2020-03-15,Yukon,0
Yukon,2020-03-16,Yukon,0
Yukon,2020-03-17,Yukon,0
Yukon,2020-03-18,Yukon,0
Yukon,2020-03-19,Yukon,0
Yukon,2020-03-20,Yukon,0
Yukon,2020-03-21,Yukon,0
Yukon,2020-03-22,Yukon,2
Yukon,2020-03-23,Yukon,0
Yukon,2020-03-24,Yukon,0
Yukon,2020-03-25,Yukon,1
Yukon,2020-03-26,Yukon,0
Yukon,2020-03-27,Yukon,1
Yukon,2020-03-28,Yukon,0
Yukon,2020-03-29,Yukon,0
Yukon,2020-03-30,Yukon,1
Yukon,2020-03-31,Yukon,0
Yukon,2020-04-01,Yukon,1
Yukon,2020-04-02,Yukon,0
Yukon,2020-04-03,Yukon,0
Yukon,2020-04-04,Yukon,0
Yukon,2020-04-05,Yukon,0
Yukon,2020-04-06,Yukon,1
Yukon,2020-04-07,Yukon,0
Yukon,2020-04-08,Yukon,1
Yukon,2020-04-09,Yukon,0
Yukon,2020-04-10,Yukon,0
Yukon,2020-04-11,Yukon,0
Yukon,2020-04-12,Yukon,0
Yukon,2020-04-13,Yukon,0
Yukon,2020-04-14,Yukon,0
Yukon,2020-04-15,Yukon,0
Yukon,2020-04-16,Yukon,0
Yukon,2020-04-17,Yukon,1
Yukon,2020-04-18,Yukon,0
Yukon,2020-04-19,Yukon,0
Yukon,2020-04-20,Yukon,2
Yukon,2020-04-21,Yukon,0
Yukon,2020-04-22,Yukon,0
Yukon,2020-04-23,Yukon,0
Yukon,2020-04-24,Yukon,0
Yukon,2020-04-25,Yukon,0
Yukon,2020-04-26,Yukon,0
Yukon,2020-04-27,Yukon,0
Yukon,2020-04-28,Yukon,0
Yukon,2020-04-29,Yukon,0
Yukon,2020-04-30,Yukon,0
Yukon,2020-05-01,Yukon,0
Yukon,2020-05-02,Yukon,0
Yukon,2020-05-03,Yukon,0
Yukon,2020-05-04,Yukon,0
Yukon,2020-05-05,Yukon,0
Yukon,2020-05-06,Yukon,0
Yukon,2020-05-07,Yukon,0
Yukon,2020-05-08,Yukon,0
Yukon,2020-05-09,Yukon,0
Yukon,2020-05-10,Yukon,0
Yukon,2020-05-11,Yukon,0
Yukon,2020-05-12,Yukon,0
Yukon,2020-05-13,Yukon,0
Yukon,2020-05-14,Yukon,0
Yukon,2020-05-15,Yukon,0
Yukon,2020-05-16,Yukon,0
Yukon,2020-05-17,Yukon,0
Yukon,2020-05-18,Yukon,0
Yukon,2020-05-19,Yukon,0
Yukon,2020-05-20,Yukon,0
Yukon,2020-05-21,Yukon,0
Yukon,2020-05-22,Yukon,0
Yukon,2020-05-23,Yukon,0
Yukon,2020-05-24,Yukon,0
Yukon,2020-05-25,Yukon,0
Yukon,2020-05-26,Yukon,0
Yukon,2020-05-27,Yukon,0
Yukon,2020-05-28,Yukon,0
Yukon,2020-05-29,Yukon,0
Yukon,2020-05-30,Yukon,0
Yukon,2020-05-31,Yukon,0
Yukon,2020-06-01,Yukon,0
Yukon,2020-06-02,Yukon,0
Yukon,2020-06-03,Yukon,0
Yukon,2020-06-04,Yukon,0
Yukon,2020-06-05,Yukon,0
Yukon,2020-06-06,Yukon,0
Yukon,2020-06-07,Yukon,0
Yukon,2020-06-08,Yukon,0
Yukon,2020-06-09,Yukon,0
Yukon,2020-06-10,Yukon,0
Yukon,2020-06-11,Yukon,0
Yukon,2020-06-12,Yukon,0
Yukon,2020-06-13,Yukon,0
Yukon,2020-06-14,Yukon,0
Yukon,2020-06-15,Yukon,0
Yukon,2020-06-16,Yukon,0
Yukon,2020-06-17,Yukon,0
Yukon,2020-06-18,Yukon,0
Yukon,2020-06-19,Yukon,0
Yukon,2020-06-20,Yukon,0
Yukon,2020-06-21,Yukon,0
Yukon,2020-06-22,Yukon,0
Yukon,2020-06-23,Yukon,0
Yukon,2020-06-24,Yukon,0
Yukon,2020-06-25,Yukon,0
Yukon,2020-06-26,Yukon,0
Yukon,2020-06-27,Yukon,0
Yukon,2020-06-28,Yukon,0
Yukon,2020-06-29,Yukon,0
Yukon,2020-06-30,Yukon,0
Yukon,2020-07-01,Yukon,0
Yukon,2020-07-02,Yukon,0
Yukon,2020-07-03,Yukon,0
Yukon,2020-07-04,Yukon,0
Yukon,2020-07-05,Yukon,0
Yukon,2020-07-06,Yukon,0
Yukon,2020-07-07,Yukon,0
Yukon,2020-07-08,Yukon,0
Yukon,2020-07-09,Yukon,0
Yukon,2020-07-10,Yukon,0
Yukon,2020-07-11,Yukon,0
Yukon,2020-07-12,Yukon,0
Yukon,2020-07-13,Yukon,0
Yukon,2020-07-14,Yukon,0
Yukon,2020-07-15,Yukon,0
Yukon,2020-07-16,Yukon,0
Yukon,2020-07-17,Yukon,2
Yukon,2020-07-18,Yukon,0
Yukon,2020-07-19,Yukon,0
Yukon,2020-07-20,Yukon,0
Yukon,2020-07-21,Yukon,0
Yukon,2020-07-22,Yukon,0
Yukon,2020-07-23,Yukon,0
Yukon,2020-07-24,Yukon,1
Yukon,2020-07-25,Yukon,0
Yukon,2020-07-26,Yukon,0
Yukon,2020-07-27,Yukon,0
Yukon,2020-07-28,Yukon,0
Yukon,2020-07-29,Yukon,0
Yukon,2020-07-30,Yukon,0
Yukon,2020-07-31,Yukon,0
Yukon,2020-08-01,Yukon,0
Yukon,2020-08-02,Yukon,0
Yukon,2020-08-03,Yukon,0
Yukon,2020-08-04,Yukon,0
Yukon,2020-08-05,Yukon,0
Yukon,2020-08-06,Yukon,0
Yukon,2020-08-07,Yukon,1
Yukon,2020-08-08,Yukon,0
Yukon,2020-08-09,Yukon,0
Yukon,2020-08-10,Yukon,0
Yukon,2020-08-11,Yukon,0
Yukon,2020-08-12,Yukon,0
Yukon,2020-08-13,Yukon,0
Yukon,2020-08-14,Yukon,0
Yukon,2020-08-15,Yukon,0
Yukon,2020-08-16,Yukon,0
Yukon,2020-08-17,Yukon,0
Yukon,2020-08-18,Yukon,0
Yukon,2020-08-19,Yukon,0
Yukon,2020-08-20,Yukon,0
Yukon,2020-08-21,Yukon,0
Yukon,2020-08-22,Yukon,0
Yukon,2020-08-23,Yukon,0
Yukon,2020-08-24,Yukon,0
Yukon,2020-08-25,Yukon,0
Yukon,2020-08-26,Yukon,0
Yukon,2020-08-27,Yukon,0
Yukon,2020-08-28,Yukon,0
Yukon,2020-08-29,Yukon,0
Yukon,2020-08-30,Yukon,0
Yukon,2020-08-31,Yukon,0
Yukon,2020-09-01,Yukon,0
Yukon,2020-09-02,Yukon,0
Yukon,2020-09-03,Yukon,0
Yukon,2020-09-04,Yukon,0
Yukon,2020-09-05,Yukon,0
Yukon,2020-09-06,Yukon,0
Yukon,2020-09-07,Yukon,0
Yukon,2020-09-08,Yukon,0
Yukon,2020-09-09,Yukon,0
Yukon,2020-09-10,Yukon,0
Yukon,2020-09-11,Yukon,0
Yukon,2020-09-12,Yukon,0
Yukon,2020-09-13,Yukon,0
Yukon,2020-09-14,Yukon,0
Yukon,2020-09-15,Yukon,0
Yukon,2020-09-16,Yukon,0
Yukon,2020-09-17,Yukon,0
Yukon,2020-09-18,Yukon,0
Yukon,2020-09-19,Yukon,0
Yukon,2020-09-20,Yukon,0
Yukon,2020-09-21,Yukon,0
Yukon,2020-09-22,Yukon,0
Yukon,2020-09-23,Yukon,0
Yukon,2020-09-24,Yukon,0
Yukon,2020-09-25,Yukon,0
Yukon,2020-09-26,Yukon,0
Yukon,2020-09-27,Yukon,0
Yukon,2020-09-28,Yukon,0
Yukon,2020-09-29,Yukon,0
Yukon,2020-09-30,Yukon,0
Yukon,2020-10-01,Yukon,0
Yukon,2020-10-02,Yukon,0
Yukon,2020-10-03,Yukon,0
Yukon,2020-10-04,Yukon,0
Yukon,2020-10-05,Yukon,0
Yukon,2020-10-06,Yukon,0
Yukon,2020-10-07,Yukon,0
Yukon,2020-10-08,Yukon,0
Yukon,2020-10-09,Yukon,0
Yukon,2020-10-10,Yukon,0
Yukon,2020-10-11,Yukon,0
Yukon,2020-10-12,Yukon,0
Yukon,2020-10-13,Yukon,0
Yukon,2020-10-14,Yukon,0
Yukon,2020-10-15,Yukon,0
Yukon,2020-10-16,Yukon,0
Yukon,2020-10-17,Yukon,0
Yukon,2020-10-18,Yukon,0
Yukon,2020-10-19,Yukon,2
Yukon,2020-10-20,Yukon,0
Yukon,2020-10-21,Yukon,0
Yukon,2020-10-22,Yukon,0
Yukon,2020-10-23,Yukon,3
Yukon,2020-10-24,Yukon,0
Yukon,2020-10-25,Yukon,0
Yukon,2020-10-26,Yukon,2
Yukon,2020-10-27,Yukon,0
Yukon,2020-10-28,Yukon,0
Yukon,2020-10-29,Yukon,1
Yukon,2020-10-30,Yukon,0
Yukon,2020-10-31,Yukon,0
Yukon,2020-11-01,Yukon,0
Yukon,2020-11-02,Yukon,0
Yukon,2020-11-03,Yukon,0
Yukon,2020-11-04,Yukon,0
Yukon,2020-11-05,Yukon,0
Yukon,2020-11-06,Yukon,0
Yukon,2020-11-07,Yukon,0
Yukon,2020-11-08,Yukon,0
Yukon,2020-11-09,Yukon,0
Yukon,2020-11-10,Yukon,0
Yukon,2020-11-11,Yukon,0
Yukon,2020-11-12,Yukon,1
Yukon,2020-11-13,Yukon,0
Yukon,2020-11-14,Yukon,0
Yukon,2020-11-15,Yukon,0
Yukon,2020-11-16,Yukon,0
Yukon,2020-11-17,Yukon,1
Yukon,2020-11-18,Yukon,1
Yukon,2020-11-19,Yukon,0
Yukon,2020-11-20,Yukon,3
Yukon,2020-11-21,Yukon,3
Yukon,2020-11-22,Yukon,0
Yukon,2020-11-23,Yukon,6
Yukon,2020-11-24,Yukon,0
Yukon,2020-11-25,Yukon,1
Yukon,2020-11-26,Yukon,3
Yukon,2020-11-27,Yukon,3
Yukon,2020-11-28,Yukon,0
Yukon,2020-11-29,Yukon,1
Yukon,2020-11-30,Yukon,1
Yukon,2020-12-01,Yukon,0
Yukon,2020-12-02,Yukon,3
Yukon,2020-12-03,Yukon,1
Yukon,2020-12-04,Yukon,3
Yukon,2020-12-05,Yukon,0
Yukon,2020-12-06,Yukon,0
Yukon,2020-12-07,Yukon,3
Yukon,2020-12-08,Yukon,1
Yukon,2020-12-09,Yukon,0
Yukon,2020-12-10,Yukon,0
Yukon,2020-12-11,Yukon,0
Yukon,2020-12-12,Yukon,0
Yukon,2020-12-13,Yukon,0
Yukon,2020-12-14,Yukon,1
Yukon,2020-12-15,Yukon,0
Yukon,2020-12-16,Yukon,0
Yukon,2020-12-17,Yukon,0
Yukon,2020-12-18,Yukon,0
Yukon,2020-12-19,Yukon,0
Yukon,2020-12-20,Yukon,0
Yukon,2020-12-21,Yukon,0
Yukon,2020-12-22,Yukon,0
Yukon,2020-12-23,Yukon,0
Yukon,2020-12-24,Yukon,1
Yukon,2020-12-25,Yukon,0
Yukon,2020-12-26,Yukon,0
Yukon,2020-12-27,Yukon,0
Yukon,2020-12-28,Yukon,0
Yukon,2020-12-29,Yukon,0
Yukon,2020-12-30,Yukon,0
Yukon,2020-12-31,Yukon,0
Yukon,2021-01-01,Yukon,4
Yukon,2021-01-02,Yukon,0
Yukon,2021-01-03,Yukon,0
Yukon,2021-01-04,Yukon,1
Yukon,2021-01-05,Yukon,0
Yukon,2021-01-06,Yukon,1
Yukon,2021-01-07,Yukon,3
Yukon,2021-01-08,Yukon,1
Yukon,2021-01-09,Yukon,0
Yukon,2021-01-10,Yukon,0
Yukon,2021-01-11,Yukon,0
Yukon,2021-01-12,Yukon,0
Yukon,2021-01-13,Yukon,0
Yukon,2021-01-14,Yukon,0
Yukon,2021-01-15,Yukon,0
Yukon,2021-01-16,Yukon,0
Yukon,2021-01-17,Yukon,0
Yukon,2021-01-18,Yukon,0
Yukon,2021-01-19,Yukon,0
Yukon,2021-01-20,Yukon,0
Yukon,2021-01-21,Yukon,0
Yukon,2021-01-22,Yukon,0
Yukon,2021-01-23,Yukon,0
Yukon,2021-01-24,Yukon,0
Yukon,2021-01-25,Yukon,0
Yukon,2021-01-26,Yukon,0
Yukon,2021-01-27,Yukon,0
Yukon,2021-01-28,Yukon,0
Yukon,2021-01-29,Yukon,0
Yukon,2021-01-30,Yukon,0
Yukon,2021-01-31,Yukon,0
Yukon,2021-02-01,Yukon,0
Yukon,2021-02-02,Yukon,0
Yukon,2021-02-03,Yukon,0
Yukon,2021-02-04,Yukon,0
Yukon,2021-02-05,Yukon,0
Yukon,2021-02-06,Yukon,0
Yukon,2021-02-07,Yukon,0
Yukon,2021-02-08,Yukon,0
Yukon,2021-02-09,Yukon,0
Yukon,2021-02-10,Yukon,0
Yukon,2021-02-11,Yukon,0
Yukon,2021-02-12,Yukon,1
Yukon,2021-02-13,Yukon,0
Yukon,2021-02-14,Yukon,0
Yukon,2021-02-15,Yukon,1
Yukon,2021-02-16,Yukon,0
Yukon,2021-02-17,Yukon,0
Yukon,2021-02-18,Yukon,0
Yukon,2021-02-19,Yukon,0
Yukon,2021-02-20,Yukon,0
Yukon,2021-02-21,Yukon,0
Yukon,2021-02-22,Yukon,0
Yukon,2021-02-23,Yukon,0
Yukon,2021-02-24,Yukon,0
Yukon,2021-02-25,Yukon,0
Yukon,2021-02-26,Yukon,0
Yukon,2021-02-27,Yukon,0
Yukon,2021-02-28,Yukon,0
Yukon,2021-03-01,Yukon,0
Yukon,2021-03-02,Yukon,0
Yukon,2021-03-03,Yukon,0
Yukon,2021-03-04,Yukon,0
Yukon,2021-03-05,Yukon,0
Yukon,2021-03-06,Yukon,0
Yukon,2021-03-07,Yukon,0
Yukon,2021-03-08,Yukon,0
Yukon,2021-03-09,Yukon,0
Yukon,2021-03-10,Yukon,0
Yukon,2021-03-11,Yukon,0
Yukon,2021-03-12,Yukon,0
Yukon,2021-03-13,Yukon,0
Yukon,2021-03-14,Yukon,0
Yukon,2021-03-15,Yukon,0
Yukon,2021-03-16,Yukon,0
Yukon,2021-03-17,Yukon,0
Yukon,2021-03-18,Yukon,0
Yukon,2021-03-19,Yukon,0
Yukon,2021-03-20,Yukon,0
Yukon,2021-03-21,Yukon,0
Yukon,2021-03-22,Yukon,0
Yukon,2021-03-23,Yukon,0
Yukon,2021-03-24,Yukon,0
Yukon,2021-03-25,Yukon,1
Yukon,2021-03-26,Yukon,0
Yukon,2021-03-27,Yukon,0
Yukon,2021-03-28,Yukon,0
Yukon,2021-03-29,Yukon,0
Yukon,2021-03-30,Yukon,0
Yukon,2021-03-31,Yukon,1
Yukon,2021-04-01,Yukon,0
Yukon,2021-04-02,Yukon,0
Yukon,2021-04-03,Yukon,0
Yukon,2021-04-04,Yukon,0
Yukon,2021-04-05,Yukon,0
Yukon,2021-04-06,Yukon,0
Yukon,2021-04-07,Yukon,0
Yukon,2021-04-08,Yukon,0
Yukon,2021-04-09,Yukon,0
Yukon,2021-04-10,Yukon,0
Yukon,2021-04-11,Yukon,0
Yukon,2021-04-12,Yukon,1
Yukon,2021-04-13,Yukon,0
Yukon,2021-04-14,Yukon,1
Yukon,2021-04-15,Yukon,0
Yukon,2021-04-16,Yukon,0
Yukon,2021-04-17,Yukon,0
Yukon,2021-04-18,Yukon,0
Yukon,2021-04-19,Yukon,1
Yukon,2021-04-20,Yukon,0
Yukon,2021-04-21,Yukon,1
Yukon,2021-04-22,Yukon,2
Yukon,2021-04-23,Yukon,0
Yukon,2021-04-24,Yukon,0
Yukon,2021-04-25,Yukon,0
Yukon,2021-04-26,Yukon,1
Yukon,2021-04-27,Yukon,0
Yukon,2021-04-28,Yukon,0
Yukon,2021-04-29,Yukon,0
Yukon,2021-04-30,Yukon,0
Yukon,2021-05-01,Yukon,0
Yukon,2021-05-02,Yukon,0
Yukon,2021-05-03,Yukon,1
Yukon,2021-05-04,Yukon,0
Yukon,2021-05-05,Yukon,0
Yukon,2021-05-06,Yukon,0
Yukon,2021-05-07,Yukon,0
Yukon,2021-05-08,Yukon,0
Yukon,2021-05-09,Yukon,0
Yukon,2021-05-10,Yukon,0
Yukon,2021-05-11,Yukon,2
Yukon,2021-05-12,Yukon,0
Yukon,2021-05-13,Yukon,0
Yukon,2021-05-14,Yukon,0
Yukon,2021-05-15,Yukon,0
Yukon,2021-05-16,Yukon,0
Yukon,2021-05-17,Yukon,0
Yukon,2021-05-18,Yukon,0
Yukon,2021-05-19,Yukon,0
Yukon,2021-05-20,Yukon,0
Yukon,2021-05-21,Yukon,0
Yukon,2021-05-22,Yukon,0
Yukon,2021-05-23,Yukon,0
Yukon,2021-05-24,Yukon,0
Yukon,2021-05-25,Yukon,0
Yukon,2021-05-26,Yukon,0
Yukon,2021-05-27,Yukon,0
Yukon,2021-05-28,Yukon,0
Yukon,2021-05-29,Yukon,0
Yukon,2021-05-30,Yukon,0
Yukon,2021-05-31,Yukon,0
Yukon,2021-06-01,Yukon,0
Yukon,2021-06-02,Yukon,0
Yukon,2021-06-03,Yukon,0
Yukon,2021-06-04,Yukon,0
Yukon,2021-06-05,Yukon,0
Yukon,2021-06-06,Yukon,3
Yukon,2021-06-07,Yukon,0
